IYEAR	OPERATOR_ID	RPTID	NAME	OPSTREET	OPCITY	OPCOUNTY	OPSTATE	OPZIP	IHOUR	IDATE	ACSTREET	ACCITY	ACSTATE	ACCOUNTY	ACZIP	LATITUDE	LONGITUDE	CLASS	IFED	LRTYPE	LRTYPE_TEXT	LEAK	LEAK_TEXT	PUNC_DIAM	RUPTURE	RUPTURE_TEXT	RUPLN	PROPLN	FATAL	EFAT	GPFAT	NFAT	INJURE	EINJ	GPINJ	NINJ	PRPTY	GASPRP	OPPRP	PPPRP	IGNITE	EXPLO	EVAC	EVACNO	EVAC_REASON	EVAC_REASON_TEXT	STHH	STMN	TELRN	TELDT	INC_PRS	MAOP	MAOPEST	MAOPTST	TYSYS	TYSYS_TEXT	TYSYSO	PRTFL	PRTFL_TEXT	PRTFLO	MLKD	MLKD_TEXT	PLAS_DUCT	PLAST_JNT	PLAS_BRIT	MLKDO	PRTYR	NPS	WALLTHK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLK_TEXT	LOCLKO	CAUSE	CAUSE_TEXT	CAUSE_DETAILS_TEXT	PIPE_COAT	PIPE_COAT_TEXT	VIS_EXAM	VIS_EXAM_TEXT	VIS_EXAMO	COR_CAUSE	COR_CAUSE_TEXT	COR_CAUSEO	PROT	CPYR	PREV_DAM	PREV_DAM_YR	PREV_DAM_MO	EARTH_MOVE	EARTH_MOVE_TEXT	EARTH_MOVEO	FLOODS	FLOODS_TEXT	FLOODSO	TEMPER	TEMPER_TEXT	TEMPERO	THIRD_PARTY_GRP	THIRD_PARTY_GRP_TEXT	THIRD_PARTY_TYPE	THIRD_PARTY_TYPE_TEXT	THIRD_PARTY_TYPEO	NOTIF	NOTIF_DATE	NOTIF_RCVD	NOTIF_RCVD_TEXT	MARKED	TEMP_MARK	TEMP_MARK_TEXT	PERM_MARK	ACC_MARK	ACC_MARK_TEXT	MKD_IN_TIME	FIRE_EXPLO	FIRE_EXPLO_TEXT	PIPE_BODY	PIPE_BODY_TEXT	PIPE_BODYO	COMPONENT	COMPONENT_TEXT	COMPONENTO	JOINT	JOINT_TEXT	JOINTO	BUTT	BUTT_TEXT	BUTTO	FILLET	FILLET_TEXT	FILLETO	PIPE_SEAM	PIPE_SEAM_TEXT	PIPE_SEAMO	FAIL_TYPEMAT	FAIL_TYPECONS	CONS_DEF	CONS_DEF_TEXT	PIPE_DAMAGE	PRS_TEST	TEST_MO	TEST_DAY	TEST_YR	TEST_TP	TEST_PRS	MALFUNC	MALFUNC_TEXT	MALFUNCO	THREADS	THREADS_TEXT	THREADSO	IO_TYPE	IO_TYPE_TEXT	IO_TYPEO	IO_DRUG	IO_ALCO	IO_QUAL	IO_QUAL_HRS	MISC	UNKNOWN	UNKNOWN_TEXT	DEPTH_COV	PNAME	PTEL	PEMAIL	NARRATIVE
2009	31159	20090108	KANSAS GAS SERVICE	200 SE 1ST ST.	TOPEKA	SHAWNEE	KS	66603	1352	7/10/2009	5636 NW ROCHESTER RD	TOPEKA	KS	SHAWNEE	66603	"39° 08' 50""N"	"95° 40' 22"" W"	2	NO	4	OTHER								0	0	0	0	0	0	0	0	102300	100	1200	101000	YES	NO	NULL				3	0	911152	7/10/2009	34	60	TEST PRESSURE	100	5	OTHER	EMPTY METER RISER	5	OTHER	PIPE INSIDE RISER ME	3	POLYETHYLENE PLASTIC						34	0.09	ASTM 2513						3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							BRUCE D. KUBIE MANAGER STANDARDS	7854314250	BKUBIE@KGAS.COM	"AN ABANDONED HOME AT 5636 NW ROCHESTER RD IN TOPEKA, KS CAUGHT FIRE DUE TO ARSON PER THE FIRE MARSHALLS INVESTIGATION AND BURNT TO THE GROUND ON JULY 10, 2009. BECAUSE OF THE FIRE AN EMPTY (METER REMOVED 3/08) FLEX RISER WITH A PLASTIC SERVICE INSIDE BECAME HOT ENOUGH TO MELT THE PLASTIC PIPE INSIDE THE RISER AND GAS IGNITED. CHECKS COMPLETED BY THE COMPANY AROUND THE STRUCTURE AND ALONG THE SERVICE LINE TO THE MAIN REVEALED NO GAS READINGS EXCEPT AT THE BURNT RISER AND UNDER A CONCRETE SLAB SURROUNDING THE BURNT RISER. THE LAST SCHEDULED LEAK SURVEY PERFORMED ON THE SERVICE TO THE STRUCTURE WAS COMPLETED IN 12/08 AND THERE WERE NO INDICATIONS OF GAS FOUND FROM THAT SURVEY. WE HAVE THEREFORE CONCLUDED THAT THE GAS FOUND UNDER THE SLAB CAME FROM THE RELEASE OF GAS THAT OCCURRED WHEN THE SERVICE INSIDE THE RISER MELTED DURING THE FIRE.    OTHER POTENTIAL SOURCES OF IGNITION WERE NOT PRESENT; ELECTRICAL SERVICE WAS ABANDONED 09/08, WEATHER WAS NORMAL."
2009	2812	20090109	"CORPUS CHRISTI, CITY OF - GAS DIV"	4225 SOUTH PORT AVENUE	CORPUS CHRISTI	NUECES	TX	78415	810	7/17/2009	1037 DODDRIDGE	CORPUS CHRISTI	TX	NUECES	784112334	27.74	97.39	3	NO	1	LEAK	3	PUNCTURE	1.5					0	0	0	0	0	0	0	0	2200	800	1400	0	NO	NO	NULL				2	20	9CA446	7/17/2009	14.5	35	TEST PRESSURE	90	1	MAIN		1	BODY OF PIPE		1	STEEL						8	0.19					UNKNOWN		2	UNDER PAVEMENT		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	1	ROAD WORK		YES	6/30/2009	1	ONE-CALL SYSTEM	YES	3	PAINT	YES	1	ACCURATE	YES																									NULL	NULL																						28	JESSE M. CANTU JR.	3618856941		"THE EIGHT INCH PIPELINE CROSSING WAS LOCATED BY THE GAS DEPARTMENT ON JULY 7, 2009 PER LOCATE REQUEST TICKET 091812909.  THE PIPELINE WAS ADEQUATELY MARKED AND THE MARKINGS WERE CLEARLY VISIBLE WHEN THE PIPELINE WAS INITIALLY LOCATED.  THE EXCAVATOR WAS FULLY AWARE OF THE LOCATION OF THE PIPELINE AND FAILED TO MAINTAIN THE MARKINGS.  AT THE TIME OF THE INCIDENT, THE MARKINGS WERE STILL VISIBLE ON THE WEST SIDE OF DODDRIDGE.  EVEN THOUGH THE EXCAVATOR WAS FULLY AWARE OF THE EXISTENCE OF THE LINE CROSSING DODDRIDGE, THEY FAILED TO MAKE A SECOND NOTIFICATION WHEN THEY DID NOT RECEIVE A POSITIVE RESPONSE TO REMARK PER TICKET 091951071 FOR A JULY 16, 2009 START DATE.  THE EXCAVATOR FAILED TO PROTECT AND PRESERVE THE PIPELINE MARKINGS."
2009	18104	20090110	CPS ENERGY	145 NAVARRO	SAN ANTONIO	BEXAR	TX	78296	1310	6/29/2009	NW MILITARY AND GREEN RUN	SAN ANTONIO	TX	BEXAR	78231	29.575	-98.547	3	NO	1	LEAK	3	PUNCTURE	4					0	0	0	0	1	0	0	1	385300	9800	40500	335000	YES	NO	YES	4	2	PRECAUTIONARY	1	5	910109	6/29/2009	55	90	TEST PRESSURE	135	1	MAIN		5	OTHER	ELBOW	1	STEEL					2008	8	0.32	ASTM A234/ANSI B16.9	35000	N/A	N/A	WELDBEND (FITTING MANUFACTURER)	2008	4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	1	ROAD WORK		YES	6/8/2009	1	ONE-CALL SYSTEM	YES	3	PAINT	NO	2	INACCURATE	YES																									NULL	NULL																						33	"MICHAEL FUENTES, OPERATIONS ENGINEER"	2103532336	MRFUENTES@CPSENERGY.COM	"THE EXCAVATION AREA WAS MARKED BY A CPS ENERGY LOCATOR RESPONDING TO A LOCATE REQUEST TICKET WHICH WAS CREATED ON JUNE 8, 2009. THE HIT MAIN OCCURRED AT THE BEGINNING POINT OF AN OFFSET AT THE INTERSECTION OF N.W. MILITARY HWY AND GREEN RUN THAT HAD BEEN INSTALLED TO ACCOMODATE A ROAD WIDENING PROJECT. THE MAIN WAS DAMAGED APPROXIMATELY 26-1/2 INCHES AWAY FROM THE LOCATE MARKS THAT WERE VISIBLE AT THE TIME OF THE INCIDENT. THE GAS MAIN WAS BEING POT-HOLED TO DETERMINE ITS EXACT LOCATION JUST TO THE SOUTH OF N.W. MILITARY HWY AND GREEN RUN BY THE EXCAVATOR, HOWEVER AT THE POINT OF THE HIT THE EXCAVATOR DID NOT POT-HOLE THE GAS MAIN BEFORE EXCAVATING. INSUFFICIENT EXCAVATION PRACTICES ALSO CONTRIBUTED TO THE INCIDENT SINCE THE EXCAVATOR WAS MILLING DOWN THE EXISTING GRADE OVER THE GAS MAIN IN EXCESS OF WHAT TXDOT PLANS CALLED FOR IN THAT AREA AND WAS EXCAVATING A WIDER AREA (FURTHER FROM THE STREET CENTERLINE) THAN THE DESIGN PLANS DICTATED."
2009	6720	20090111	ATMOS ENERGY CORPORATION - COLORADO/KANSAS	100 S MAIN	BUTLER	BATES	MO	64730	2100	6/8/2009	1108 E. CHESTNUT	RICH HILL	MO	BATES	64730	38.259	-94.330	3	NO	1	LEAK	3	PUNCTURE	0.5					0	0	0	0	1	0	1	0	7000	1000	0	6000	YES	YES	NULL				1	20	908021	6/9/2009	24	24	49 CFR SEC 192.619(a)(30)		3	SERVICE LINE		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					1996	0.75	0.1					PHILLIPS	1996	4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							1	GENERAL PUBLIC	7	LANDOWNER		NO				NO			NULL			NULL																									NULL	NULL																						19	DOUGLAS L. SHATAS	9132546363	DOUG.SHATAS@ATMOSENERGY.COM	"PROPERTY OWNER'S BROTHER DROVE A FENCE POST IN THE GROUND AND INTO THE COMPANY'S SERVICE LINE, PUNCTURING THE LINE."
2009	12876	20090113	QUESTAR GAS COMPANY	180 EAST 100 SOUTH	SALT LAKE CITY	SALT LAKE	UT	84111	550	7/17/2009	78 W GLOVER LN	MIDVALE	UT	SALT LAKE	84047	40.623253	-111.893710	3	NO	4	OTHER								0	0	0	0	0	0	0	0	60600	100	500	60000	YES	NO	NULL	0			1	0	911837	7/17/2009	1	60	TEST PRESSURE	100	2	METER SET		5	OTHER	METER	5	OTHER MATERIAL				ALUMINUM						NA	NA	AMERICAN METER		3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							TROY SORENSEN	8013243152	TROY.SORENSEN@QUESTAR.COM	GAS FROM THE METER IGNITED AS A RESULT OF THE BUILDING BEING ON FIRE AND MELTED THE METER.
2009	15007	20090114	PACIFIC GAS & ELECTRIC CO	375 N. WIGET LN.	WALNUT CREEK	CONTRA COSTA	CA	94598	0	8/2/2009	1050 NORTH CARPENTER ROAD	MODESTO	CA	STANISLAUS				3	NO	4	OTHER								0	0	0	0	0	0	0	0	55000	0	5000	50000	YES	NO	NULL				2	15	913967	8/5/2009	0.25	0.33			2	METER SET					5	OTHER MATERIAL				ALUMINUM METERS		0.75								3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							LAURENCE DENISTON	9259744313	LCD1@PGE.COM	"A STRUCTURE FIRE STARTED APPROXIMATELY 0000 HOURS ON 8/02/09.  THE MODESTO FIRE DEPARTMENT CALLED AT PG&E AT 0045 HOURS. THE PG&E GAS SERVICE REPRESENTATIVE ARRIVED AT 0110 HOURS.  A GAS CREW WAS DISPATCHED BECAUSE THE FIRE PREVENTED ACCESS TO THE SERVICE VALVE. THE GAS WAS SHUT OFF AT 0215 BY EXCAVATION AND CUTTING OFF THE SERVICE LINE.  ACCORDING TO THE FIRE DEPARTMENT THE CAUSE IS UNDETERMINED.  FIRE COMPLETELY DESTROYED THE STRUCTURE, WITH COSTS EXCEEDING $50,000. THE FIRE MELTED SEVERAL METERS AT A METER MANIFOLD SET WHICH IN TURN RELEASED GAS WHICH CONTRIBUTED TO THE FIRE.  THERE WERE NO INJURIES OR FATALITIES AND NO MEDIA WAS PRESENT.  SERVICE TO EIGHT CUSTOMERS WILL CONTINUE TO BE SHUT OFF UNTIL THE BUILDING IS REBUILT."
2009	2128	20090115	CASCADE NATURAL GAS CORP	222 FAIRVIEW AVE N	SEATTLE	KING	WA	98109	450	7/27/2009	3506 KITSAP WAY	BREMERTON	WA	KITSAP	98312			3	NO	4	OTHER								0	0	0	0	0	0	0	0	301500	1000	500	300000	YES	NO	NULL				3	30	912924	7/27/2009	57	60			2	METER SET		3	JOINT		1	STEEL						0.5	0.19	B	35000					3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							KEITH MEISSNER	2063816734	KEITH.MEISSNER@CNGC.COM	"ARSON FOUND TO BE CAUSE.  REPORTS FROM FIRE DEPARTMENT SAY BUILDING WAS ON FIRE WHEN THEY ARRIVED, BUT METER WAS NOT ON FIRE UNTIL LATER.  LEAK INVESTIGATIONS OF GAS SERVICE LINE AND BUILDING FOUND NO LEAKS.  ODORANT CHECKS THE NEXT MORNING SHOW ADEQUATE ODORIZATION MEETING PART 192 REQUIREMENTS."
2009	13840	20090116	NORTHWEST NATURAL GAS CO	220 N.W. SECOND AVENUE	PORTLAND	MULTNOMAH	OR	972093942	2310	8/1/2009	1501 E. BURNETT STREET	STAYTON	OR	MARION	97383			3	NO	3	N/A								0	0	0	0	0	0	0	0	270200	100	100	270000	NULL	NULL	NULL				1	35	913524	8/2/2009	32	35	TEST PRESSURE	35	5	OTHER	NON-JURSIDICTIONAL				3	POLYETHYLENE PLASTIC														6	INSIDE/UNDER BUILDING		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							BRUCE PASKETT	5032264211	BLP@NWNATURAL.COM	"AT APPROXIMATELY 23:10 P.M. PDT ON AUGUST 1, 2009, NW NATURAL RECEIVED NOTIFICATION OF AN EXPLOSION AND FIRE INVOLVING THE RESIDENCE AT 1501 E. BURNETT STREET, STAYTON, OREGON.  THE RESIDENCE WAS COMPLETELY DESTROYED.    THE EXPLOSION CAUSED THE WALL OF THE RESIDENCE TO FALL ON THE METER SET, BREAKING THE METER SET OFF AT THE RISER VALVE.  NATURAL GAS WAS RELEASED, BUT DID NOT IGNITE.  THE NATURAL GAS SUPPLY TO THE HOUSE WAS TERMINATED BY SQUEEZING THE POLYETHYLENE SERVICE LINE NEAR THE PROPERTY LINE.  NW NATURAL LEAKAGE PERSONNEL COMPLETED AN INSTRUMENTED LEAKAGE SURVEY OF THE MAIN AND SERVICES IN THE VICINITY OF THE INCIDENT.  NO LEAKAGE WAS DETECTED.  COMPANY PERSONNEL SUBSEQUENTLY CONDUCTED A TEST OF THE SERVICE REGULATOR AND METER AND FOUND THAT THE REGULATOR AND METER PERFORMED WITHIN ACCEPTABLE SPECIFICATIONS.    ALTHOUGH THE INVESTIGATION IS ONGOING, AT THIS TIME NW NATURAL BELIEVES THAT THE ROOT CAUSE OF THE INCIDENT WAS NOT THE RESULT OF THE FAILURE OR LEAKAGE OF JURISDICTIONAL NATURAL GAS PIPING OR APPURTENANCES.  THE COMPANY BELIEVES THAT THE INCIDENT WAS CAUSED BY THE THREAT OF “OTHER OUTSIDE FORCES”, COMMONLY KNOWN AS “FIRE FIRST”."
2009	22182	20090117	WASHINGTON GAS LIGHT CO	101 CONSTITUTION AVE NW	WASHINGTON	WASHINGTON	DC	20080	1739	7/31/2009	270 SHORE ACRES WAY	PRINCE FREDERICK	VA	CALVERT	20678	38.5458	76.5820	3	NO	4	OTHER								0	0	0	0	0	0	0	0	1001100	100	1000	1000000	YES	NO	YES	100	2	PRECAUTIONARY	0	48	913415	7/31/2009	55	60	TEST PRESSURE	90	2	METER SET		4	COMPONENT		1	STEEL					1993	1								3	ABOVE GROUND		11	OTHER OUTSIDE FORCE DAMAGE	"CAR, TRUCK OR OTHER VEHICLE NOT RELATED TO EXCAVATION ACTIVITY"																												NULL				NULL			NULL			NULL																									NULL	NULL																							RICHARD BUSHONG	7037504790	RBUSHONG@WASHGAS.COM	"WASHINGTON GAS RESPONDED TO AN APARTMENT FIRE AT 270 SHORE ACRES WAY IN PRINCE FREDERICK AT THE REQUEST OF THE FIRE DEPARTMENT.  UPON ARRIVAL, THE GAS WAS FOUND TO BE OFF AT THE RISER VALVE.  THE PIPING ABOVE THE RISER VALVE HAD BEEN DAMAGED BY A VEHICLE WITH A TRAILER THAT HAD BACKED OVER A CURB.  THE APARTMENT COMPLEX LATER CAUGHT FIRE.  A SUBSURFACE GAS MIGRATION SURVEY WAS CONDUCTED TO VERIFY THE INTEGRITY OF THE UNDERGROUND SYSTEM.  THE GAS REMAINS OFF TO 270 SHORE ACRES WAY."
2009	12876	20090118	QUESTAR GAS COMPANY	180 EAST 100 SOUTH	SALT LAKE CITY	SALT LAKE	UT	84111	2040	8/6/2009	4894 OLD POST ROAD	OGDEN	UT	WEBER	84403	41.174508	-111.945676	3	NO	4	OTHER								0	0	0	0	0	0	0	0	410600	100	500	410000	YES	NO	NULL				3	40	914080	8/6/2009	1	60	TEST PRESSURE	100	2	METER SET		5	OTHER	METER	5	OTHER MATERIAL				ALUMINUM								AMERICAN METER		3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							TROY D SORENSEN	8013243152	TROY.SORENSEN@QUESTAR.COM	"QUESTAR WAS NOTIFIED AT 7:00 PM ON AUGUST 6TH THAT A HOUSE LOCATED AT 4894 OLD POST ROAD IN OGDEN UTAH WAS ON FIRE.  THE FIRE DEPARTMENT INITIALLY CORDONED OFF THE AREA AND DID NOT ALLOW QUESTAR’S CREW ACCESS TO THE PROPERTY.  THE FIRE DEPARTMENT TURNED OFF THE GAS AT THE METER PRIOR TO ALLOWING QUESTAR ACCESS.  AT 10:40PM QUESTAR WAS ALLOWED ACCESS TO THE PROPERTY AT WHICH TIME THEY CLOSED THE SERVICE VALVE AND SECURED THE SERVICE. THE HOUSE WAS TOTALLY DESTROYED AND THE METER WAS FOUND TO HAVE MELTED AND TO HAVE LEAKED AN UNDETERMINED AMOUNT OF GAS.  ACCORDING TO THE FIRE DEPARTMENT, THE FIRE WAS BELIEVED TO HAVE BEEN STARTED BY TREES COMING IN CONTACT WITH ELECTRICAL POWER LINES, CAUSING THE TREES TO IGNITE AND SUBSEQUENTLY THE FIRE TO SPREAD TO THE STRUCTURE.  THE INSURED VALUE OF THE HOUSE AND CONTENTS WAS ABOUT $410,000."
2009	18484	20090119	SOUTHERN CALIFORNIA GAS CO	555 WEST FIFTH STREET	LOS ANGELES	LOS ANGELES	CA	90013	823	8/4/2009	41841 MORENO RD.	TEMECULA	CA	RIVERSIDE		33.49902	-117.154260	3	NO	2	RUPTURE				1	CIRCUMFERENTIAL-SEPARATION			0	0	0	0	0	0	0	0	201100	100	1000	200000	YES	NO	NULL				1	54	913772	8/4/2009	54	60	TEST PRESSURE	100	3	SERVICE LINE		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					1974	1								3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							W. JEFFREY KOSKIE	2132443283	WKOSKIE@SEMPRAUTILITIES.COM	"ON AUGUST 4, 2009, A FIRE ERUPTED INSIDE A BUILDING, ULTIMATELY CAUSING BUILDING TO COLLAPSES ON THE METER SET ASSEMBLY, SHEARING OFF THE RISER.  A FIREFIGHTER WAS INJURED, BUT HIS INJURY TOOK PLACE PRIOR TO THE COLLAPSE AND RESULTING ESCAPING GAS.  FIRE DAMAGES TO PROPERTY EXCEEDED $50,000.  AS A RESULT, THE INCIDENT WAS REPORTED TO PHMSA AND CALIFORNIA PUBLIC UTILITIES COMMISSION.    FURTHER INVESTIGATION DETERMINED THAT THE FIRE WAS STARTED INSIDE THE BUILDING AWAY FROM THE METER SET ASSEMBLY.  ULTIMATELY, THE COLLAPSE SHEARED THE RISER, RESULTING IN ESCAPING GAS WHICH DID NOT CONTRIBUTE TO ANY BUILDING DAMAGE OR INJURIES.   IN ADDITION, IGNITED GAS DID NOT HINDER FIREFIGHTING EFFORTS. GAS SERVICE TO THIS DESTROYED PROPERTY HAS BEEN TEMPORARILY ABANDONED."
2009	32198	20090120	MINNESOTA ENERGY RESOURCES CORPORATION	"2665 145TH ST W, BOX 455"	ROSEMOUNT	DAKOTA	MN	55068	1441	8/4/2009	11TH AVE NW & 7TH ST NW	ROCHESTER	MN	OLMSTED	55901	44.03132N	9234788W	4	NO	1	LEAK	3	PUNCTURE	4.14					0	0	0	0	0	0	0	0	61500	32900	28600	0	NO	NO	YES	60	2	PRECAUTIONARY	7	44	913820	8/4/2009	70	72	TEST PRESSURE	100	1	MAIN		1	BODY OF PIPE		1	STEEL						6	0.19	API 5L	35000	SEAMLESS	N/A	UNKNOWN	1991	4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	1	ROAD WORK		YES	7/16/2009	1	ONE-CALL SYSTEM	YES	3	PAINT	YES	1	ACCURATE	YES																									NULL	NULL																						42	LINDSAY K LYLE	6513228909	LKLYLE@MINNESOTAENERGYRESOURCES.COM	ROAD CONSTRUCTION WAS READY FOR CONCRETE AND CONTRACTOR DECIDED TO TURN GRAVEL TO DRY OUT WHAT WAS WET.
2009	18484	20090121	SOUTHERN CALIFORNIA GAS CO	555 WEST FIFTH STREET	LOS ANGELES	LOS ANGELES	CA	90013	1030	8/7/2009	SURFSIDE DRIVE & E PORT HUENEME	PORT HUENEME	CA	VENTURA		34.147494	-119.190419	3	NO	1	LEAK	3	PUNCTURE	2					0	0	0	0	0	0	0	0	52000	2000	20000	30000	NO	NO	NULL				8	15	914201	8/7/2009	50	45	TEST PRESSURE	100	1	MAIN		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					2005	6								2	UNDER PAVEMENT		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							2	GOVERNMENT	5	SEWER		YES	5/6/2009	1	ONE-CALL SYSTEM	YES	3	PAINT	YES	2	INACCURATE	YES																									NULL	NULL																							W. JEFF KOSKIE	2132443283	WKOSKIE@SEMPRAUTILITIES.COM	"ON AUGUST 7, 2009, A 6” PLASTIC MEDIUM PRESSURE PLASTIC MAIN WAS DAMAGED BY A CONTRACTOR USING A BACKHOE TO EXCAVATE FOR A SEWER WORK.  THERE WAS USA REQUEST FOR THIS WORK, HOWEVER, LOCATE MARKS PROVIDED WERE NOT ACCURATE.      NO FIRE OR INJURIES RESULTED FROM THE ESCAPING GAS.  THE MAIN WAS REPAIRED, AND NO CUSTOMERS WERE OUT OF SERVICE.      THE INCIDENT WAS DISCUSSED WITH THE LOCATE EMPLOYEE WHO RESPONDED TO THE ONE CALL REQUEST, AND BASED UPON A REVIEW OF THE INCIDENT, IT WAS DETERMINED THAT NOT ALL AVAILABLE RESOURCES WE USED TO ACCURATELY LOCATE AND MARK THIS FACILITY.    THIS INCIDENT BECAME REPORTABLE TO PHMSA WHEN ESTIMATED POTENTIAL COSTS REACHED $50,000.  INCIDENT TRIGGERED A SIGNIFICANT DOWNTIME CLAIM BY EXCAVATOR."
2009	15931	20090122	PUBLIC SERVICE CO OF COLORADO	P.O. BOX 840	DENVER	DENVER	CO	80201	830	8/8/2009	4020 MAIN STREET	TIMNATH	CO	LARIMER	80547	40.53032	-104.98202	3	NO	4	OTHER								0	0	0	0	0	0	0	0	302000	200	1800	300000	YES	YES	NULL				3	10	914401	8/10/2009	55	60	TEST PRESSURE	100	3	SERVICE LINE		4	COMPONENT		5	OTHER MATERIAL		YES		COMPRESSION COUPLING	1988	0.75		ASTM A47						4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	5	SEWER		YES	7/27/2009	1	ONE-CALL SYSTEM	YES	3	PAINT	NO	2	INACCURATE	YES																									NULL	NULL																						26	"PAT KREAGER, MANAGER, GAS FIELD OPERATIONS"	9702257865	PAT.KREAGER@XCELENERGY.COM	"EXCAVATOR WAS WORKING ON SEWER PROJECT. GAS SERVICE LINE WAS MISLOCATED. EXCAVATOR PULLED STEEL PORTION OF THE SERVICE OUT OF THE GROUND WITH TRACKHOE, AND THE STEEL TO POLYETHYLENE COMPRESSION COUPLING SEPARATED ON THE STEEL SIDE."
